STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
MEGHALAYA,GARO HILLS WEST,2006,5,0,0,8,0,0,0
MEGHALAYA,JAINTIA HILLS,2006,7,4,0,3,0,0,0
MEGHALAYA,KHASI HILLS EAST,2006,5,5,0,8,0,3,0
MEGHALAYA,KHASI HILLS WEST,2006,4,0,0,2,0,0,0
MEGHALAYA,RI-BHOI,2006,2,2,0,2,0,0,0
MEGHALAYA,TOTAL,2006,26,11,0,25,0,4,0
MIZORAM,AIZAWL,2006,26,0,0,13,0,1,0
MIZORAM,CHAMPHAI,2006,7,0,0,7,0,0,0
MIZORAM,KOLASIB,2006,6,0,0,15,0,0,0
MIZORAM,LAWNGTLAI,2006,2,0,0,0,0,0,0
MIZORAM,LUNGLEI,2006,3,0,0,11,0,0,0
MIZORAM,MAMIT,2006,0,0,0,0,0,15,2
MIZORAM,SAIHA,2006,3,0,0,6,0,0,0
MIZORAM,SERCHHIP,2006,5,1,0,0,0,0,1
MIZORAM,TOTAL,2006,52,1,0,52,0,16,3
NAGALAND,DIMAPUR,2006,4,4,0,0,0,0,0
NAGALAND,KIPHIRE,2006,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2006,6,0,0,6,0,0,0
NAGALAND,MOKOKCHUNG,2006,1,0,0,0,0,0,0
NAGALAND,MON,2006,2,2,0,0,0,0,0
NAGALAND,PEREN,2006,0,0,0,0,0,0,0
NAGALAND,PHEK,2006,1,0,0,0,0,0,0
NAGALAND,TUENSANG,2006,0,0,0,0,0,0,0
NAGALAND,WOKHA,2006,1,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2006,2,0,0,0,0,0,0
NAGALAND,TOTAL,2006,17,6,0,6,0,0,0
ODISHA,ANGUL,2006,33,5,8,90,0,53,0
ODISHA,BALASORE,2006,58,32,36,92,9,68,0
ODISHA,BARAGARH,2006,19,8,0,41,2,30,0
ODISHA,BERHAMPUR,2006,10,10,4,41,6,29,0
ODISHA,BHADRAK,2006,35,18,23,29,5,79,0
ODISHA,BOLANGIR,2006,19,16,4,91,11,61,0
ODISHA,BOUDH,2006,6,5,1,21,3,6,0
ODISHA,CUTTACK,2006,34,33,39,42,1,125,0
ODISHA,DEOGARH,2006,8,4,2,33,0,8,0
ODISHA,DHENKANAL,2006,15,7,14,82,5,31,0
ODISHA,GAJAPATI,2006,10,3,1,13,2,7,0
ODISHA,GANJAM,2006,22,10,1,102,6,9,0
ODISHA,JAGATSINGHPUR,2006,12,16,16,13,2,30,0
ODISHA,JAJPUR,2006,24,14,16,16,3,42,0
ODISHA,JHARSUGUDA,2006,12,5,4,39,1,13,0
ODISHA,KALAHANDI,2006,30,17,0,22,5,9,0
ODISHA,KANDHAMAL,2006,34,25,4,95,15,29,0
ODISHA,KENDRAPARA,2006,11,15,24,66,176,57,0
ODISHA,KEONJHAR,2006,38,19,4,127,16,41,0
ODISHA,KHURDA,2006,65,32,11,28,9,171,0
ODISHA,KORAPUT,2006,38,13,7,56,124,132,0
ODISHA,MALKANGIR,2006,14,5,0,27,0,12,0
ODISHA,MAYURBHANJ,2006,77,31,19,141,0,74,0
ODISHA,NAYAGARH,2006,17,18,14,11,3,9,0
ODISHA,NOWRANGPUR,2006,13,3,0,41,7,13,0
ODISHA,NUAPADA,2006,9,2,0,16,5,17,0
ODISHA,PURI,2006,41,24,29,13,0,32,0
ODISHA,RAYAGADA,2006,9,0,1,33,2,26,0
ODISHA,ROURKELA,2006,12,6,2,35,13,17,0
ODISHA,SAMBALPUR,2006,18,9,0,82,9,18,0
ODISHA,SONEPUR,2006,8,4,6,28,4,11,0
ODISHA,SRP(CUTTACK),2006,1,3,0,5,4,0,0
ODISHA,SRP(ROURKELA),2006,2,3,0,2,0,0,0
ODISHA,SUNDARGARH,2006,36,19,4,82,10,7,0
ODISHA,TOTAL,2006,790,434,294,1655,458,1266,0
PUNJAB,AMRITSAR,2006,9,26,7,9,0,77,0
PUNJAB,BARNALA,2006,12,13,6,13,0,24,0
PUNJAB,BATALA,2006,8,4,6,1,0,19,0
PUNJAB,BHATINDA,2006,13,9,4,15,0,57,0
PUNJAB,FARIDKOT,2006,6,7,4,11,0,20,0
PUNJAB,FATEHGARH SAHIB,2006,11,6,4,4,1,7,0
PUNJAB,FEROZEPUR,2006,22,7,11,17,0,22,0
PUNJAB,G.R.P,2006,0,0,3,1,0,0,0
PUNJAB,GURDASPUR,2006,12,14,6,4,0,21,0
PUNJAB,HOSHIARPUR,2006,19,13,12,13,0,46,0
PUNJAB,JAGRAON,2006,19,11,7,3,2,27,0
PUNJAB,JALANDHAR,2006,21,49,17,16,2,104,0
PUNJAB,KAPURTHALA,2006,8,9,2,20,0,34,0
PUNJAB,KHANNA,2006,6,1,4,0,0,15,0
PUNJAB,LUDHIANA,2006,38,46,11,46,13,249,0
PUNJAB,MAJITHA,2006,9,6,9,8,0,20,0
PUNJAB,MANSA,2006,6,4,2,3,0,3,0
PUNJAB,MOGA,2006,11,9,6,8,2,25,0
PUNJAB,MUKTSAR,2006,3,2,1,2,0,16,0
PUNJAB,NAWAN SHAHR,2006,11,8,4,8,0,14,0
PUNJAB,PATIALA,2006,23,46,10,128,19,232,0
PUNJAB,ROPAR,2006,6,6,5,13,4,33,0
PUNJAB,SANGRUR,2006,15,18,10,18,4,36,0
PUNJAB,TARN TARAN,2006,10,10,8,11,0,27,0
PUNJAB,TOTAL,2006,298,324,159,372,47,1128,0
RAJASTHAN,AJMER,2006,16,125,12,95,0,236,0
RAJASTHAN,ALWAR,2006,34,87,43,124,0,235,0
RAJASTHAN,BANSWARA,2006,90,59,10,112,1,151,0
RAJASTHAN,BARAN,2006,81,94,3,219,5,124,0
RAJASTHAN,BARMER,2006,13,14,13,71,0,45,0
RAJASTHAN,BHARATPUR,2006,48,103,24,77,0,209,0
RAJASTHAN,BHILWARA,2006,42,223,5,126,3,312,0
RAJASTHAN,BIKANER,2006,35,34,13,53,0,153,0
RAJASTHAN,BUNDI,2006,36,103,2,164,6,157,0
RAJASTHAN,CHITTORGARH,2006,67,169,7,112,5,384,0
RAJASTHAN,CHURU,2006,24,14,8,73,3,174,0
RAJASTHAN,DAUSA,2006,9,26,8,31,0,60,0
RAJASTHAN,DHOLPUR,2006,24,33,21,34,0,93,0
RAJASTHAN,DUNGARPUR,2006,17,50,3,56,0,60,0
RAJASTHAN,G.R.P.,2006,1,4,0,14,0,0,0
RAJASTHAN,GANGANAGAR,2006,55,65,13,118,2,375,0
RAJASTHAN,HANUMANGARH,2006,35,22,20,98,0,241,0
RAJASTHAN,JAIPUR,2006,61,203,29,179,1,453,0
RAJASTHAN,JAISALMER,2006,2,7,3,21,0,16,0
RAJASTHAN,JALORE,2006,10,20,12,61,0,96,0
RAJASTHAN,JHALAWAR,2006,65,57,8,144,10,224,0
RAJASTHAN,JHUNJHUNU,2006,19,25,0,50,0,125,0
RAJASTHAN,JODHPUR,2006,20,53,12,128,3,263,1
RAJASTHAN,KARAULI,2006,21,50,10,37,0,66,0
RAJASTHAN,KOTA,2006,50,116,17,203,6,319,0
RAJASTHAN,NAGAUR,2006,22,34,14,65,0,102,0
RAJASTHAN,PALI,2006,25,61,15,115,2,196,0
RAJASTHAN,RAJSAMAND,2006,13,63,6,40,1,104,0
RAJASTHAN,SAWAI MADHOPUR,2006,19,42,6,49,0,97,0
RAJASTHAN,SIKAR,2006,13,22,15,28,0,114,0
RAJASTHAN,SIROHI,2006,22,19,8,29,0,79,0
RAJASTHAN,TONK,2006,17,50,7,84,6,142,0
RAJASTHAN,UDAIPUR,2006,43,118,9,68,2,127,0
RAJASTHAN,TOTAL,2006,1049,2165,376,2878,56,5532,1
SIKKIM,EAST,2006,7,1,0,0,8,0,0
SIKKIM,NORTH,2006,0,0,0,0,0,0,0
SIKKIM,SOUTH,2006,1,0,0,0,4,0,0
SIKKIM,WEST,2006,0,1,0,0,2,0,0
SIKKIM,TOTAL,2006,8,2,0,0,14,0,0
TAMIL NADU,ARIYALUR,2006,6,14,3,38,4,8,0
TAMIL NADU,CHENGAI,2006,20,8,16,58,8,57,0
TAMIL NADU,CHENNAI,2006,28,0,13,70,209,111,0
TAMIL NADU,CHENNAI RLY.,2006,0,0,0,5,0,2,0
TAMIL NADU,COIMBATORE RURAL,2006,18,27,16,75,25,49,0
TAMIL NADU,COIMBATORE URBAN,2006,4,10,5,19,38,28,0
TAMIL NADU,CUDDALORE,2006,16,2,9,137,50,21,0
TAMIL NADU,DHARMAPURI,2006,17,30,6,65,8,18,0
TAMIL NADU,DINDIGUL,2006,14,35,8,48,11,8,5
TAMIL NADU,ERODE,2006,9,14,4,72,16,25,0
TAMIL NADU,KANCHIPURAM,2006,21,9,6,30,9,12,9
TAMIL NADU,KANYAKUMARI,2006,6,9,5,27,170,29,0
TAMIL NADU,KARUR,2006,4,8,2,21,2,14,0
TAMIL NADU,MADURAI RURAL,2006,13,23,5,52,8,69,0
TAMIL NADU,MADURAI URBAN,2006,2,18,12,20,52,24,0
TAMIL NADU,NAGAPATTINAM,2006,12,25,4,55,13,8,0
TAMIL NADU,NAMAKKAL,2006,7,16,4,39,13,18,0
TAMIL NADU,NILGIRIS,2006,8,5,2,6,5,16,0
TAMIL NADU,PERAMBALUR,2006,3,11,0,18,0,12,0
TAMIL NADU,PUDUKOTTAI,2006,5,24,2,32,4,25,0
TAMIL NADU,RAMNATHAPURAM,2006,13,17,4,59,12,16,0
TAMIL NADU,SALEM RURAL,2006,8,29,8,53,7,7,0
TAMIL NADU,SALEM URBAN,2006,2,10,3,7,13,11,0
TAMIL NADU,SIVAGANGAI,2006,5,10,4,17,2,9,0
TAMIL NADU,THANJAVUR,2006,0,34,0,53,46,31,0
TAMIL NADU,THENI,2006,4,7,4,29,8,9,0
TAMIL NADU,THIRUNELVELI RURAL,2006,57,53,3,155,62,13,0
TAMIL NADU,THIRUNELVELI URBAN,2006,3,10,0,2,21,6,0
TAMIL NADU,THIRUVALLUR,2006,16,11,6,70,17,16,0
TAMIL NADU,THIRUVANNAMALAI,2006,5,33,1,53,9,18,0
TAMIL NADU,THIRUVARUR,2006,7,26,4,50,18,2,0
TAMIL NADU,THOOTHUGUDI,2006,12,0,1,94,47,36,0
TAMIL NADU,TRICHY RLY.,2006,0,0,0,0,3,0,0
TAMIL NADU,TRICHY RURAL,2006,6,17,3,22,5,2,0
TAMIL NADU,TRICHY URBAN,2006,5,6,4,9,51,18,0
TAMIL NADU,VELLORE,2006,13,0,8,54,16,5,0
TAMIL NADU,VILLUPURAM,2006,37,37,14,78,20,42,0
TAMIL NADU,VIRUDHUNAGAR,2006,17,19,2,81,10,20,0
TAMIL NADU,TOTAL,2006,423,607,191,1773,1012,815,14
TRIPURA,DHALAI,2006,11,0,2,4,0,11,0
TRIPURA,NORTH,2006,29,11,3,16,0,60,0
TRIPURA,SOUTH,2006,29,7,5,18,0,59,0
TRIPURA,WEST,2006,33,17,6,20,0,97,0
TRIPURA,TOTAL,2006,102,35,16,58,0,227,0
UTTAR PRADESH,AGRA,2006,66,132,63,110,114,327,0
UTTAR PRADESH,ALIGARH,2006,50,78,44,90,54,258,0
UTTAR PRADESH,ALLAHABAD,2006,42,75,56,85,105,226,0
UTTAR PRADESH,AMBEDKAR NAGAR,2006,19,29,14,15,9,87,0
UTTAR PRADESH,AURAIYA,2006,11,25,21,13,7,26,0
UTTAR PRADESH,AZAMGARH,2006,11,41,32,14,15,81,0
UTTAR PRADESH,BADAUN,2006,47,41,62,51,14,76,0
UTTAR PRADESH,BAGHPAT,2006,15,17,20,18,12,64,0
UTTAR PRADESH,BAHRAICH,2006,14,19,19,15,17,62,0
UTTAR PRADESH,BALLIA,2006,18,17,19,7,22,35,0
UTTAR PRADESH,BALRAMPUR,2006,8,19,12,23,11,30,0
UTTAR PRADESH,BANDA,2006,27,18,21,51,18,50,0
UTTAR PRADESH,BARABANKI,2006,41,55,35,37,21,188,0
UTTAR PRADESH,BAREILLY,2006,93,98,57,110,40,421,0
UTTAR PRADESH,BASTI,2006,18,23,22,28,12,48,0
UTTAR PRADESH,BIJNOR,2006,38,59,31,67,38,230,0
UTTAR PRADESH,BULANDSHAHAR,2006,31,64,45,71,219,227,0
UTTAR PRADESH,CHANDOLI,2006,4,11,16,13,0,22,0
UTTAR PRADESH,CHITRAKOOT DHAM,2006,8,3,8,16,4,2,0
UTTAR PRADESH,DEORIA,2006,7,33,27,15,15,44,0
UTTAR PRADESH,ETAH,2006,57,59,68,68,24,156,0
UTTAR PRADESH,ETAWAH,2006,20,22,29,25,26,52,0
UTTAR PRADESH,FAIZABAD,2006,22,26,17,24,18,49,0
UTTAR PRADESH,FATEHGARH,2006,9,38,22,23,28,93,0
UTTAR PRADESH,FATEHPUR,2006,28,27,46,25,15,59,0
UTTAR PRADESH,FIROZABAD,2006,22,59,48,33,69,89,0
UTTAR PRADESH,G.R.P.,2006,2,2,1,18,71,1,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2006,16,30,17,39,40,54,0
UTTAR PRADESH,GHAZIABAD,2006,31,79,33,54,138,140,0
UTTAR PRADESH,GHAZIPUR,2006,6,19,22,18,29,56,0
UTTAR PRADESH,GONDA,2006,18,21,26,19,13,46,0
UTTAR PRADESH,GORAKHPUR,2006,13,52,16,25,36,52,0
UTTAR PRADESH,HAMIRPUR,2006,14,16,22,32,7,25,0
UTTAR PRADESH,HARDOI,2006,70,60,63,86,21,136,0
UTTAR PRADESH,HATHRAS,2006,16,26,31,63,26,93,0
UTTAR PRADESH,J.P.NAGAR,2006,23,36,14,35,22,98,0
UTTAR PRADESH,JALAUN,2006,6,14,29,40,21,65,0
UTTAR PRADESH,JAUNPUR,2006,11,15,43,21,19,85,0
UTTAR PRADESH,JHANSI,2006,18,20,31,32,30,69,0
UTTAR PRADESH,KANNAUJ,2006,8,19,22,18,7,63,0
UTTAR PRADESH,KANPUR DEHAT,2006,21,34,39,45,7,79,0
UTTAR PRADESH,KANPUR NAGAR,2006,47,176,64,106,213,356,0
UTTAR PRADESH,KAUSHAMBI,2006,26,23,28,44,9,72,0
UTTAR PRADESH,KHIRI,2006,83,90,88,99,24,138,0
UTTAR PRADESH,KUSHI NAGAR,2006,7,20,18,19,35,14,0
UTTAR PRADESH,LALITPUR,2006,20,5,10,26,9,31,0
UTTAR PRADESH,LUCKNOW,2006,62,138,47,103,148,337,0
UTTAR PRADESH,MAHARAJGANJ,2006,13,13,7,13,37,10,0
UTTAR PRADESH,MAHOBA,2006,12,7,11,22,3,4,0
UTTAR PRADESH,MAINPURI,2006,13,31,42,32,3,63,0
UTTAR PRADESH,MATHURA,2006,25,33,21,48,50,77,0
UTTAR PRADESH,MAU,2006,17,25,16,33,27,39,0
UTTAR PRADESH,MEERUT,2006,28,96,34,59,123,236,0
UTTAR PRADESH,MIRZAPUR,2006,16,6,23,16,21,39,0
UTTAR PRADESH,MORADABAD,2006,44,72,45,79,85,207,0
UTTAR PRADESH,MUZAFFARNAGAR,2006,54,67,24,51,33,265,0
UTTAR PRADESH,PILIBHIT,2006,64,47,44,50,20,195,0
UTTAR PRADESH,PRATAPGARH,2006,18,35,33,21,9,44,0
UTTAR PRADESH,RAIBAREILLY,2006,58,50,29,57,17,137,0
UTTAR PRADESH,RAMPUR,2006,22,27,18,11,0,49,0
UTTAR PRADESH,SAHARANPUR,2006,41,52,21,45,96,196,0
UTTAR PRADESH,SANT KABIRNAGAR,2006,9,16,7,11,6,26,0
UTTAR PRADESH,SHAHJAHANPUR,2006,55,68,66,61,21,146,0
UTTAR PRADESH,SHRAWASTI,2006,13,18,4,16,8,18,0
UTTAR PRADESH,SIDHARTHNAGAR,2006,12,24,13,20,3,28,0
UTTAR PRADESH,SITAPUR,2006,85,47,82,71,35,106,0
UTTAR PRADESH,SONBHADRA,2006,5,6,12,9,4,5,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,1,7,9,3,3,23,0
UTTAR PRADESH,SULTANPUR,2006,29,35,38,34,17,153,0
UTTAR PRADESH,UNNAO,2006,53,79,63,100,12,168,0
UTTAR PRADESH,VARANASI,2006,27,35,31,19,90,119,0
UTTAR PRADESH,TOTAL,2006,1958,2879,2211,2870,2575,7365,0
UTTARAKHAND,ALMORA,2006,4,1,3,5,0,5,0
UTTARAKHAND,BAGESHWAR,2006,1,4,8,1,0,0,0
UTTARAKHAND,CHAMOLI,2006,3,3,3,10,0,1,0
UTTARAKHAND,CHAMPAWAT,2006,0,3,0,7,0,5,0
UTTARAKHAND,DEHRADUN,2006,12,48,4,13,19,85,0
UTTARAKHAND,HARIDWAR,2006,13,23,10,21,33,105,0
UTTARAKHAND,NAINITAL,2006,5,0,5,11,3,29,0
UTTARAKHAND,PAURI GARHWAL,2006,7,7,5,4,1,7,0
UTTARAKHAND,PITHORAGARH,2006,7,0,2,6,4,10,0
UTTARAKHAND,RUDRA PRAYAG,2006,2,0,3,3,1,2,0
UTTARAKHAND,TEHRI GARHWAL,2006,2,5,2,3,0,8,0
UTTARAKHAND,UDHAMSINGH NAGAR,2006,10,29,10,7,22,31,0
UTTARAKHAND,UTTARKASHI,2006,8,3,1,12,1,13,0
UTTARAKHAND,TOTAL,2006,74,126,56,103,84,301,0
WEST BENGAL,24 PARGANAS NORTH,2006,53,63,23,63,0,447,0
WEST BENGAL,24 PARGANAS SOUTH,2006,47,52,48,54,0,480,0
WEST BENGAL,ASANSOL,2006,0,0,1,0,0,32,0
WEST BENGAL,BANKURA,2006,26,5,22,28,0,78,0
WEST BENGAL,BIRBHUM,2006,43,28,4,43,0,151,0
WEST BENGAL,BURDWAN,2006,46,32,32,85,0,296,0
WEST BENGAL,COOCHBEHAR,2006,36,41,6,44,0,146,0
WEST BENGAL,DAKSHIN DINAJPUR,2006,10,28,4,37,0,101,0
WEST BENGAL,DARJEELING,2006,20,20,2,26,0,56,1
WEST BENGAL,HOOGHLY,2006,29,38,10,39,0,372,0
WEST BENGAL,HOWRAH,2006,2,5,8,13,0,43,0
WEST BENGAL,HOWRAH CITY,2006,7,10,5,6,0,84,0
WEST BENGAL,HOWRAH G.R.P.,2006,1,4,0,9,1,0,0
WEST BENGAL,JALPAIGURI,2006,54,24,2,47,0,150,0
WEST BENGAL,KOLKATA,2006,19,78,6,165,37,207,2
WEST BENGAL,MALDA,2006,40,23,5,48,0,92,0
WEST BENGAL,MIDNAPUR,2006,84,74,58,54,1,470,0
WEST BENGAL,MURSHIDABAD,2006,66,46,12,36,2,240,0
WEST BENGAL,NADIA,2006,71,90,10,77,7,252,0
WEST BENGAL,PURULIA,2006,23,15,3,48,0,86,0
WEST BENGAL,SEALDAH G.R.P.,2006,1,1,0,0,0,2,0
WEST BENGAL,SILIGURI G.R.P.,2006,0,0,0,1,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2006,31,18,4,31,0,74,0
WEST BENGAL,TOTAL,2006,709,695,265,954,48,3859,3
A & N ISLANDS,ANDAMAN,2006,3,2,0,18,1,9,0
A & N ISLANDS,NICOBAR,2006,0,0,0,1,0,0,0
A & N ISLANDS,TOTAL,2006,3,2,0,19,1,9,0
CHANDIGARH,CHANDIGARH,2006,18,50,3,24,15,36,0
CHANDIGARH,TOTAL,2006,18,50,3,24,15,36,0
D & N HAVELI,D and N HAVELI,2006,6,2,0,7,0,4,0
D & N HAVELI,TOTAL,2006,6,2,0,7,0,4,0
DAMAN & DIU,DAMAN,2006,0,3,0,0,0,4,0
DAMAN & DIU,DIU,2006,0,0,0,0,0,0,0
DAMAN & DIU,TOTAL,2006,0,3,0,0,0,4,0
DELHI,CENTRAL,2006,28,42,4,30,7,2,0
DELHI,DELHI UT TOTAL,2006,381,964,113,502,90,138,0
DELHI,EAST,2006,24,39,11,56,11,27,0
DELHI,G.R.P.(RLY),2006,1,7,0,4,0,0,0
DELHI,I.G.I. AIRPORT,2006,0,1,0,0,2,0,0
DELHI,NEW DELHI,2006,9,19,0,20,6,2,0
DELHI,NORTH,2006,28,53,4,26,6,9,0
DELHI,NORTH EAST,2006,36,123,20,34,1,8,0
DELHI,NORTH WEST,2006,103,298,25,102,18,22,0
DELHI,S.T.F.,2006,0,0,0,0,0,0,0
DELHI,SOUTH,2006,65,170,15,96,24,22,0
DELHI,SOUTH WEST,2006,42,113,16,69,13,24,0
DELHI,WEST,2006,45,99,18,65,2,22,0
LAKSHADWEEP,LAKSHADWEEP,2006,0,0,0,0,0,0,0
LAKSHADWEEP,TOTAL,2006,0,0,0,0,0,0,0
PUDUCHERRY,PONDICHERRY,2006,9,3,1,35,27,3,0
PUDUCHERRY,TOTAL,2006,9,3,1,35,27,3,0
ANDHRA PRADESH,ADILABAD,2007,37,32,20,174,63,240,0
ANDHRA PRADESH,ANANTAPUR,2007,28,49,9,179,37,151,0
ANDHRA PRADESH,CHITTOOR,2007,28,39,16,126,40,188,0
ANDHRA PRADESH,CUDDAPAH,2007,16,22,21,100,36,63,0
ANDHRA PRADESH,EAST GODAVARI,2007,25,5,11,108,73,276,0
ANDHRA PRADESH,GUNTAKAL RLY.,2007,1,0,0,3,0,0,0
ANDHRA PRADESH,GUNTUR,2007,46,71,13,186,85,434,0
ANDHRA PRADESH,HYDERABAD CITY,2007,57,61,24,138,123,590,0
ANDHRA PRADESH,KARIMNAGAR,2007,99,42,45,357,125,209,0
ANDHRA PRADESH,KHAMMAM,2007,48,55,13,191,375,324,0
ANDHRA PRADESH,KRISHNA,2007,41,21,14,211,110,374,0
ANDHRA PRADESH,KURNOOL,2007,45,24,11,166,115,167,0
ANDHRA PRADESH,MAHABOOBNAGAR,2007,85,36,31,202,42,225,0
ANDHRA PRADESH,MEDAK,2007,68,38,25,103,28,251,0
ANDHRA PRADESH,NALGONDA,2007,41,37,37,232,67,210,0
ANDHRA PRADESH,NELLORE,2007,46,54,10,206,226,289,0
ANDHRA PRADESH,NIZAMABAD,2007,35,21,17,71,24,278,0
ANDHRA PRADESH,PRAKASHAM,2007,21,25,5,156,18,142,0
ANDHRA PRADESH,RANGA REDDY,2007,49,70,51,143,93,508,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2007,14,9,4,60,16,114,0
ANDHRA PRADESH,VIJAYAWADA,2007,31,43,9,119,171,869,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,1,0,0,2,0,2,0
ANDHRA PRADESH,VISAKHA RURAL,2007,14,0,2,65,41,85,0
ANDHRA PRADESH,VISAKHAPATNAM,2007,8,10,3,28,18,235,0
ANDHRA PRADESH,VIZIANAGARAM,2007,12,0,1,38,25,190,0
ANDHRA PRADESH,WARANGAL,2007,52,58,45,212,0,157,0
ANDHRA PRADESH,WEST GODAVARI,2007,54,32,12,223,73,447,0
ANDHRA PRADESH,TOTAL,2007,1002,854,449,3799,2024,7018,0
ARUNACHAL PRADESH,CHANGLANG,2007,3,2,0,0,0,2,0
ARUNACHAL PRADESH,DIBANG VALLEY,2007,5,5,0,4,0,5,0
ARUNACHAL PRADESH,KAMENG EAST,2007,1,3,0,6,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2007,0,1,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2007,3,3,0,8,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2007,3,6,0,9,1,1,0
ARUNACHAL PRADESH,SIANG EAST,2007,11,8,0,14,0,1,0
ARUNACHAL PRADESH,SIANG UPPER,2007,3,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2007,4,6,0,18,0,2,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,1,3,0,4,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,2,1,0,4,0,0,0
ARUNACHAL PRADESH,TAWANG,2007,1,0,0,0,1,1,0
ARUNACHAL PRADESH,TIRAP,2007,1,0,0,1,0,1,0
ARUNACHAL PRADESH,TOTAL,2007,38,38,0,68,2,13,0
ASSAM,BARPETA,2007,55,59,4,18,0,97,0
ASSAM,BONGAIGAON,2007,21,40,3,2,0,32,0
ASSAM,C.I.D.,2007,0,2,0,0,0,0,0
ASSAM,CACHAR,2007,71,80,7,156,0,219,0
ASSAM,DARRANG,2007,33,41,4,68,0,37,0
ASSAM,DHEMAJI,2007,48,25,1,23,0,57,0
ASSAM,DHUBRI,2007,46,51,4,67,2,167,0
ASSAM,DIBRUGARH,2007,45,58,1,27,0,43,0
ASSAM,G.R.P.,2007,0,0,0,0,0,0,0
ASSAM,GOALPARA,2007,40,29,2,67,0,93,0
ASSAM,GOLAGHAT,2007,42,60,0,36,0,36,0
ASSAM,GUWAHATI CITY,2007,60,144,6,41,0,69,0
ASSAM,HAILAKANDI,2007,24,42,1,30,0,34,0
ASSAM,JORHAT,2007,36,32,0,39,0,42,0
ASSAM,KAMRUP,2007,41,104,2,23,0,20,0
ASSAM,KARBI ANGLONG,2007,5,9,2,6,0,6,0
ASSAM,KARIMGANJ,2007,23,7,6,11,0,69,0
ASSAM,KOKRAJHAR,2007,15,18,3,51,0,38,0
ASSAM,LAKHIMPUR,2007,69,74,0,63,0,175,0
ASSAM,MORIGAON,2007,40,34,1,39,0,28,0
ASSAM,N.C.HILLS,2007,2,6,0,5,0,9,0
ASSAM,NAGAON,2007,61,124,7,115,5,158,0
ASSAM,NALBARI,2007,27,31,0,11,0,24,0
ASSAM,R.P.O.,2007,1,1,0,0,0,0,0
ASSAM,SIBSAGAR,2007,57,57,6,28,0,71,0
ASSAM,SONITPUR,2007,67,109,9,53,0,146,0
ASSAM,TINSUKIA,2007,41,39,1,5,0,24,0
ASSAM,TOTAL,2007,970,1276,70,984,7,1694,0
BIHAR,ARARIA,2007,101,79,5,2,0,30,0
BIHAR,ARWAL,2007,0,0,8,12,0,2,0
BIHAR,AURANGABAD,2007,12,3,33,4,0,6,0
BIHAR,BAGAHA,2007,23,3,0,6,0,3,0
BIHAR,BANKA,2007,27,9,10,4,0,14,0
BIHAR,BEGUSARAI,2007,20,15,23,23,0,40,0
BIHAR,BETTIAH,2007,55,10,31,66,0,58,0
BIHAR,BHABHUA,2007,17,7,17,0,0,18,0
BIHAR,BHAGALPUR,2007,40,51,19,10,0,26,0
BIHAR,BHOJPUR,2007,17,17,51,4,0,79,1
BIHAR,BUXAR,2007,17,0,16,0,0,16,0
BIHAR,DARBHANGA,2007,52,31,26,38,0,73,0
BIHAR,GAYA,2007,31,18,26,27,0,44,0
BIHAR,GOPALGANJ,2007,16,16,23,0,0,51,0
BIHAR,JAMALPUR RLY.,2007,0,1,1,2,0,0,0
BIHAR,JAMUI,2007,15,13,21,0,0,19,0
BIHAR,JEHANABAD,2007,7,9,21,0,0,5,0
BIHAR,KATIHAR,2007,77,69,5,5,0,32,0
BIHAR,KATIHAR RLY.,2007,2,1,1,2,0,0,0
BIHAR,KHAGARIA,2007,15,14,9,8,0,17,0
BIHAR,KISHANGANJ,2007,20,26,5,4,0,37,0
BIHAR,LAKHISARAI,2007,2,6,4,10,0,6,0
BIHAR,MADHEPURA,2007,10,7,4,7,0,9,0
BIHAR,MADHUBANI,2007,31,15,58,165,0,111,0
BIHAR,MOTIHARI,2007,41,37,48,12,0,94,0
BIHAR,MUNGER,2007,11,27,8,0,0,0,0
BIHAR,MUZAFFARPUR,2007,60,22,42,26,0,178,1
BIHAR,MUZAFFARPUR RLY.,2007,2,3,0,5,0,1,0
BIHAR,NALANDA,2007,32,22,45,23,0,44,1
BIHAR,NAUGACHIA,2007,11,6,7,3,0,15,0
BIHAR,NAWADAH,2007,34,8,12,3,2,30,4
BIHAR,PATNA,2007,37,36,76,42,0,148,0
BIHAR,PATNA RLY.,2007,2,0,1,9,0,3,0
